,date,project,relative_interest
11537,2016-01-01,cppcms,38.0
11538,2016-01-01,mahout,25.0
11539,2016-01-01,cxf,49.0
11540,2016-01-01,googletest,134.0
11541,2016-01-01,minitest,83.0
11542,2016-01-01,qunit,41.0
11543,2016-01-01,spring-framework,55.0
11544,2016-01-01,test-unit,59.0
11545,2016-01-01,express,22.0
11546,2016-01-01,pandas,10.0
11547,2016-01-01,rspec,81.0
11548,2016-01-01,statsample,0.0
11549,2016-01-01,wt,29.0
11550,2016-01-01,Catch2,0.0
11551,2016-01-01,backbone,23.0
11552,2016-01-01,brakeman,7.0
11553,2016-01-01,d3,35.0
11554,2016-01-01,flask,30.0
11555,2016-01-01,grape,58.0
11556,2016-01-01,libtomcrypt,0.0
11557,2016-01-01,moa,27.0
11558,2016-01-01,sciruby,0.0
11559,2016-01-01,sorcery,14.0
11560,2016-01-01,spark,53.0
11561,2016-01-01,zaproxy,0.0
11562,2016-01-01,brain.js,3.0
11563,2016-01-01,jstat,19.0
11564,2016-01-01,nmatrix,2.0
11565,2016-01-01,node js,136.0
11566,2016-01-01,orange3,0.0
11567,2016-01-01,playframework,102.0
11568,2016-01-01,pytorch,0.0
11569,2016-01-01,roda,44.0
11570,2016-01-01,tensorflow ruby,0.0
11571,2016-01-01,web2py,38.0
11572,2016-01-01,eve,34.0
11573,2016-01-01,bouncy castle,36.0
11574,2016-01-01,cpprestsdk,79.0
11575,2016-01-01,helmet,59.0
11576,2016-01-01,koa,15.0
11577,2016-01-01,react,13.0
11578,2016-01-01,restbed,37.0
11579,2016-01-01,Chart.js,92.0
11580,2016-01-01,cypress,14.0
11581,2016-01-01,dask,14.0
11582,2016-01-01,h2o-3,52.0
11583,2016-01-01,hanami,3.0
11584,2016-01-01,jest,68.0
11585,2016-01-01,synaptic,14.0
11586,2016-01-01,jsrsasign,0.0
11587,2016-01-01,junit5,1.0
11588,2016-01-01,nsp,12.0
11589,2016-01-01,pistache,16.0
11590,2016-01-01,tensorflow,8.0
11591,2016-01-01,vue,41.0
11592,2016-01-01,weka 3.8,0.0
11593,2016-01-01,cppunit,4.0
11594,2016-01-01,tfjs,0.0
11595,2016-01-01,fastapi,0.0
11596,2016-01-01,deeplearning4j,2.0
11597,2016-01-01,faces,54.0
11598,2016-01-01,owasp java,7.0
11599,2016-01-01,armadillo code,31.0
11600,2016-02-01,mlpack,7.0
11601,2016-02-01,robotframework,103.0
11602,2016-02-01,openssl,38.0
11603,2016-02-01,ITK,28.0
11604,2016-02-01,junit4,47.0
11605,2016-02-01,struts1,43.0
11606,2016-02-01,PyTables,7.0
11607,2016-02-01,pycrypto,50.0
11608,2016-02-01,paramiko,67.0
11609,2016-02-01,rails,83.0
11610,2016-02-01,camping,30.0
11611,2016-02-01,django,58.0
11612,2016-02-01,botan,5.0
11613,2016-02-01,pytest,10.0
11614,2016-02-01,struts,10.0
11615,2016-02-01,testng,86.0
11616,2016-02-01,Resteasy,77.0
11617,2016-02-01,cppcms,37.0
11618,2016-02-01,mahout,28.0
11619,2016-02-01,cxf,57.0
11620,2016-02-01,googletest,147.0
11621,2016-02-01,minitest,81.0
11622,2016-02-01,qunit,47.0
11623,2016-02-01,spring-framework,62.0
11624,2016-02-01,test-unit,73.0
11625,2016-02-01,express,21.0
11626,2016-02-01,pandas,12.0
11627,2016-02-01,rspec,91.0
11628,2016-02-01,statsample,5.0
11629,2016-02-01,wt,32.0
11630,2016-02-01,Catch2,0.0
11631,2016-02-01,backbone,24.0
11632,2016-02-01,brakeman,8.0
11633,2016-02-01,d3,37.0
11634,2016-02-01,flask,32.0
11635,2016-02-01,grape,57.0
11636,2016-02-01,libtomcrypt,0.0
11637,2016-02-01,moa,30.0
11638,2016-02-01,sciruby,0.0
11639,2016-02-01,sorcery,12.0
11640,2016-02-01,spark,52.0
11641,2016-02-01,zaproxy,8.0
11642,2016-02-01,brain.js,8.0
11643,2016-02-01,jstat,18.0
11644,2016-02-01,nmatrix,1.0
11645,2016-02-01,node js,137.0
11646,2016-02-01,orange3,0.0
11647,2016-02-01,playframework,106.0
11648,2016-02-01,pytorch,0.0
11649,2016-02-01,roda,41.0
11650,2016-02-01,tensorflow ruby,5.0
11651,2016-02-01,web2py,47.0
11652,2016-02-01,eve,29.0
11653,2016-02-01,bouncy castle,51.0
11654,2016-02-01,cpprestsdk,72.0
11655,2016-02-01,helmet,55.0
11656,2016-02-01,koa,17.0
11657,2016-02-01,react,14.0
11658,2016-02-01,restbed,33.0
11659,2016-02-01,Chart.js,73.0
11660,2016-02-01,cypress,15.0
11661,2016-02-01,dask,13.0
11662,2016-02-01,h2o-3,56.0
11663,2016-02-01,hanami,10.0
11664,2016-02-01,jest,58.0
11665,2016-02-01,synaptic,17.0
11666,2016-02-01,jsrsasign,0.0
11667,2016-02-01,junit5,3.0
11668,2016-02-01,nsp,12.0
11669,2016-02-01,pistache,14.0
11670,2016-02-01,tensorflow,9.0
11671,2016-02-01,vue,35.0
11672,2016-02-01,weka 3.8,0.0
11673,2016-02-01,cppunit,3.0
11674,2016-02-01,tfjs,2.0
11675,2016-02-01,fastapi,0.0
11676,2016-02-01,deeplearning4j,1.0
11677,2016-02-01,faces,70.0
11678,2016-02-01,owasp java,8.0
11679,2016-02-01,armadillo code,39.0
11680,2016-03-01,mlpack,14.0
11681,2016-03-01,robotframework,94.0
11682,2016-03-01,openssl,44.0
11683,2016-03-01,ITK,25.0
11684,2016-03-01,junit4,41.0
11685,2016-03-01,struts1,42.0
11686,2016-03-01,PyTables,10.0
11687,2016-03-01,pycrypto,57.0
11688,2016-03-01,paramiko,68.0
11689,2016-03-01,rails,89.0
11690,2016-03-01,camping,33.0
11691,2016-03-01,django,58.0
11692,2016-03-01,botan,11.0
11693,2016-03-01,pytest,11.0
11694,2016-03-01,struts,12.0
11695,2016-03-01,testng,87.0
11696,2016-03-01,Resteasy,76.0
11697,2016-03-01,cppcms,37.0
11698,2016-03-01,mahout,29.0
11699,2016-03-01,cxf,49.0
11700,2016-03-01,googletest,137.0
11701,2016-03-01,minitest,70.0
11702,2016-03-01,qunit,42.0
11703,2016-03-01,spring-framework,62.0
11704,2016-03-01,test-unit,75.0
11705,2016-03-01,express,20.0
11706,2016-03-01,pandas,12.0
11707,2016-03-01,rspec,86.0
11708,2016-03-01,statsample,0.0
11709,2016-03-01,wt,34.0
11710,2016-03-01,Catch2,3.0
11711,2016-03-01,backbone,24.0
11712,2016-03-01,brakeman,7.0
11713,2016-03-01,d3,32.0
11714,2016-03-01,flask,31.0
11715,2016-03-01,grape,56.0
11716,2016-03-01,libtomcrypt,8.0
11717,2016-03-01,moa,38.0
11718,2016-03-01,sciruby,3.0
11719,2016-03-01,sorcery,16.0
11720,2016-03-01,spark,60.0
11721,2016-03-01,zaproxy,5.0
11722,2016-03-01,brain.js,0.0
11723,2016-03-01,jstat,20.0
11724,2016-03-01,nmatrix,3.0
11725,2016-03-01,node js,148.0
11726,2016-03-01,orange3,2.0
11727,2016-03-01,playframework,119.0
11728,2016-03-01,pytorch,0.0
11729,2016-03-01,roda,41.0
11730,2016-03-01,tensorflow ruby,2.0
11731,2016-03-01,web2py,51.0
11732,2016-03-01,eve,26.0
11733,2016-03-01,bouncy castle,53.0
11734,2016-03-01,cpprestsdk,69.0
11735,2016-03-01,helmet,53.0
11736,2016-03-01,koa,17.0
11737,2016-03-01,react,15.0
11738,2016-03-01,restbed,36.0
11739,2016-03-01,Chart.js,92.0
11740,2016-03-01,cypress,14.0
11741,2016-03-01,dask,14.0
11742,2016-03-01,h2o-3,55.0
11743,2016-03-01,hanami,13.0
11744,2016-03-01,jest,60.0
11745,2016-03-01,synaptic,14.0
11746,2016-03-01,jsrsasign,3.0
11747,2016-03-01,junit5,5.0
11748,2016-03-01,nsp,13.0
11749,2016-03-01,pistache,8.0
11750,2016-03-01,tensorflow,11.0
11751,2016-03-01,vue,77.0
11752,2016-03-01,weka 3.8,0.0
11753,2016-03-01,cppunit,3.0
11754,2016-03-01,tfjs,3.0
11755,2016-03-01,fastapi,0.0
11756,2016-03-01,deeplearning4j,3.0
11757,2016-03-01,faces,69.0
11758,2016-03-01,owasp java,5.0
11759,2016-03-01,armadillo code,28.0
11760,2016-04-01,mlpack,6.0
11761,2016-04-01,robotframework,92.0
11762,2016-04-01,openssl,38.0
11763,2016-04-01,ITK,32.0
11764,2016-04-01,junit4,50.0
11765,2016-04-01,struts1,54.0
11766,2016-04-01,PyTables,7.0
11767,2016-04-01,pycrypto,46.0
11768,2016-04-01,paramiko,70.0
11769,2016-04-01,rails,80.0
11770,2016-04-01,camping,38.0
11771,2016-04-01,django,57.0
11772,2016-04-01,botan,7.0
11773,2016-04-01,pytest,10.0
11774,2016-04-01,struts,12.0
11775,2016-04-01,testng,76.0
11776,2016-04-01,Resteasy,92.0
11777,2016-04-01,cppcms,36.0
11778,2016-04-01,mahout,29.0
11779,2016-04-01,cxf,51.0
11780,2016-04-01,googletest,122.0
11781,2016-04-01,minitest,69.0
11782,2016-04-01,qunit,41.0
11783,2016-04-01,spring-framework,66.0
11784,2016-04-01,test-unit,70.0
11785,2016-04-01,express,18.0
11786,2016-04-01,pandas,12.0
11787,2016-04-01,rspec,84.0
11788,2016-04-01,statsample,0.0
11789,2016-04-01,wt,29.0
11790,2016-04-01,Catch2,0.0
11791,2016-04-01,backbone,23.0
11792,2016-04-01,brakeman,8.0
11793,2016-04-01,d3,30.0
11794,2016-04-01,flask,31.0
11795,2016-04-01,grape,50.0
11796,2016-04-01,libtomcrypt,0.0
11797,2016-04-01,moa,31.0
11798,2016-04-01,sciruby,0.0
11799,2016-04-01,sorcery,16.0
11800,2016-04-01,spark,61.0
11801,2016-04-01,zaproxy,3.0
11802,2016-04-01,brain.js,2.0
11803,2016-04-01,jstat,17.0
11804,2016-04-01,nmatrix,1.0
11805,2016-04-01,node js,142.0
11806,2016-04-01,orange3,0.0
11807,2016-04-01,playframework,99.0
11808,2016-04-01,pytorch,0.0
11809,2016-04-01,roda,40.0
11810,2016-04-01,tensorflow ruby,2.0
11811,2016-04-01,web2py,50.0
11812,2016-04-01,eve,25.0
11813,2016-04-01,bouncy castle,52.0
11814,2016-04-01,cpprestsdk,71.0
11815,2016-04-01,helmet,50.0
11816,2016-04-01,koa,16.0
11817,2016-04-01,react,15.0
11818,2016-04-01,restbed,34.0
11819,2016-04-01,Chart.js,99.0
11820,2016-04-01,cypress,16.0
11821,2016-04-01,dask,17.0
11822,2016-04-01,h2o-3,52.0
11823,2016-04-01,hanami,14.0
11824,2016-04-01,jest,53.0
11825,2016-04-01,synaptic,15.0
11826,2016-04-01,jsrsasign,3.0
11827,2016-04-01,junit5,5.0
11828,2016-04-01,nsp,12.0
11829,2016-04-01,pistache,14.0
11830,2016-04-01,tensorflow,13.0
11831,2016-04-01,vue,73.0
11832,2016-04-01,weka 3.8,0.0
11833,2016-04-01,cppunit,3.0
11834,2016-04-01,tfjs,0.0
11835,2016-04-01,fastapi,0.0
11836,2016-04-01,deeplearning4j,7.0
11837,2016-04-01,faces,69.0
11838,2016-04-01,owasp java,6.0
11839,2016-04-01,armadillo code,35.0
11840,2016-05-01,mlpack,6.0
11841,2016-05-01,robotframework,107.0
11842,2016-05-01,openssl,38.0
11843,2016-05-01,ITK,26.0
11844,2016-05-01,junit4,43.0
11845,2016-05-01,struts1,43.0
11846,2016-05-01,PyTables,9.0
11847,2016-05-01,pycrypto,46.0
11848,2016-05-01,paramiko,80.0
11849,2016-05-01,rails,78.0
11850,2016-05-01,camping,48.0
11851,2016-05-01,django,56.0
11852,2016-05-01,botan,9.0
11853,2016-05-01,pytest,12.0
11854,2016-05-01,struts,12.0
11855,2016-05-01,testng,86.0
11856,2016-05-01,Resteasy,81.0
11857,2016-05-01,cppcms,36.0
11858,2016-05-01,mahout,25.0
11859,2016-05-01,cxf,48.0
11860,2016-05-01,googletest,125.0
11861,2016-05-01,minitest,74.0
11862,2016-05-01,qunit,42.0
11863,2016-05-01,spring-framework,63.0
11864,2016-05-01,test-unit,69.0
11865,2016-05-01,express,21.0
11866,2016-05-01,pandas,12.0
11867,2016-05-01,rspec,86.0
11868,2016-05-01,statsample,0.0
11869,2016-05-01,wt,31.0
11870,2016-05-01,Catch2,0.0
11871,2016-05-01,backbone,22.0
11872,2016-05-01,brakeman,7.0
11873,2016-05-01,d3,34.0
11874,2016-05-01,flask,32.0
11875,2016-05-01,grape,56.0
11876,2016-05-01,libtomcrypt,3.0
11877,2016-05-01,moa,29.0
11878,2016-05-01,sciruby,1.0
11879,2016-05-01,sorcery,13.0
11880,2016-05-01,spark,65.0
11881,2016-05-01,zaproxy,3.0
11882,2016-05-01,brain.js,3.0
11883,2016-05-01,jstat,18.0
11884,2016-05-01,nmatrix,3.0
11885,2016-05-01,node js,157.0
11886,2016-05-01,orange3,0.0
11887,2016-05-01,playframework,100.0
11888,2016-05-01,pytorch,0.0
11889,2016-05-01,roda,43.0
11890,2016-05-01,tensorflow ruby,0.0
11891,2016-05-01,web2py,48.0
11892,2016-05-01,eve,26.0
11893,2016-05-01,bouncy castle,46.0
11894,2016-05-01,cpprestsdk,71.0
11895,2016-05-01,helmet,53.0
11896,2016-05-01,koa,19.0
11897,2016-05-01,react,15.0
11898,2016-05-01,restbed,35.0
11899,2016-05-01,Chart.js,108.0
11900,2016-05-01,cypress,15.0
11901,2016-05-01,dask,15.0
11902,2016-05-01,h2o-3,45.0
11903,2016-05-01,hanami,19.0
11904,2016-05-01,jest,51.0
11905,2016-05-01,synaptic,15.0
11906,2016-05-01,jsrsasign,0.0
11907,2016-05-01,junit5,4.0
11908,2016-05-01,nsp,13.0
11909,2016-05-01,pistache,19.0
11910,2016-05-01,tensorflow,18.0
11911,2016-05-01,vue,63.0
11912,2016-05-01,weka 3.8,3.0
11913,2016-05-01,cppunit,3.0
11914,2016-05-01,tfjs,0.0
11915,2016-05-01,fastapi,0.0
11916,2016-05-01,deeplearning4j,4.0
11917,2016-05-01,faces,75.0
11918,2016-05-01,owasp java,8.0
11919,2016-05-01,armadillo code,43.0
11920,2016-06-01,mlpack,9.0
11921,2016-06-01,robotframework,109.0
11922,2016-06-01,openssl,41.0
11923,2016-06-01,ITK,27.0
11924,2016-06-01,junit4,47.0
11925,2016-06-01,struts1,61.0
11926,2016-06-01,PyTables,11.0
11927,2016-06-01,pycrypto,55.0
11928,2016-06-01,paramiko,72.0
11929,2016-06-01,rails,78.0
11930,2016-06-01,camping,51.0
11931,2016-06-01,django,56.0
11932,2016-06-01,botan,9.0
11933,2016-06-01,pytest,11.0
11934,2016-06-01,struts,10.0
11935,2016-06-01,testng,85.0
11936,2016-06-01,Resteasy,79.0
11937,2016-06-01,cppcms,37.0
11938,2016-06-01,mahout,25.0
11939,2016-06-01,cxf,52.0
11940,2016-06-01,googletest,122.0
11941,2016-06-01,minitest,77.0
11942,2016-06-01,qunit,42.0
11943,2016-06-01,spring-framework,66.0
11944,2016-06-01,test-unit,66.0
11945,2016-06-01,express,20.0
11946,2016-06-01,pandas,13.0
11947,2016-06-01,rspec,86.0
11948,2016-06-01,statsample,0.0
11949,2016-06-01,wt,30.0
11950,2016-06-01,Catch2,7.0
11951,2016-06-01,backbone,22.0
11952,2016-06-01,brakeman,2.0
11953,2016-06-01,d3,32.0
11954,2016-06-01,flask,32.0
11955,2016-06-01,grape,49.0
11956,2016-06-01,libtomcrypt,0.0
11957,2016-06-01,moa,30.0
11958,2016-06-01,sciruby,4.0
11959,2016-06-01,sorcery,11.0
11960,2016-06-01,spark,67.0
11961,2016-06-01,zaproxy,4.0
11962,2016-06-01,brain.js,3.0
11963,2016-06-01,jstat,22.0
11964,2016-06-01,nmatrix,1.0
11965,2016-06-01,node js,135.0
11966,2016-06-01,orange3,0.0
11967,2016-06-01,playframework,108.0
11968,2016-06-01,pytorch,0.0
11969,2016-06-01,roda,42.0
11970,2016-06-01,tensorflow ruby,2.0
11971,2016-06-01,web2py,44.0
11972,2016-06-01,eve,24.0
11973,2016-06-01,bouncy castle,44.0
11974,2016-06-01,cpprestsdk,70.0
11975,2016-06-01,helmet,51.0
11976,2016-06-01,koa,19.0
11977,2016-06-01,react,16.0
11978,2016-06-01,restbed,31.0
11979,2016-06-01,Chart.js,117.0
11980,2016-06-01,cypress,15.0
11981,2016-06-01,dask,15.0
11982,2016-06-01,h2o-3,45.0
11983,2016-06-01,hanami,10.0
11984,2016-06-01,jest,50.0
11985,2016-06-01,synaptic,13.0
11986,2016-06-01,jsrsasign,4.0
11987,2016-06-01,junit5,10.0
11988,2016-06-01,nsp,14.0
11989,2016-06-01,pistache,12.0
11990,2016-06-01,tensorflow,20.0
11991,2016-06-01,vue,69.0
11992,2016-06-01,weka 3.8,5.0
11993,2016-06-01,cppunit,4.0
11994,2016-06-01,tfjs,0.0
11995,2016-06-01,fastapi,0.0
11996,2016-06-01,deeplearning4j,8.0
11997,2016-06-01,faces,62.0
11998,2016-06-01,owasp java,8.0
11999,2016-06-01,armadillo code,33.0
12000,2016-07-01,mlpack,6.0
12001,2016-07-01,robotframework,95.0
12002,2016-07-01,openssl,34.0
12003,2016-07-01,ITK,22.0
12004,2016-07-01,junit4,41.0
12005,2016-07-01,struts1,39.0
12006,2016-07-01,PyTables,10.0
12007,2016-07-01,pycrypto,50.0
12008,2016-07-01,paramiko,79.0
12009,2016-07-01,rails,79.0
12010,2016-07-01,camping,65.0
12011,2016-07-01,django,51.0
12012,2016-07-01,botan,10.0
12013,2016-07-01,pytest,11.0
12014,2016-07-01,struts,10.0
12015,2016-07-01,testng,82.0
12016,2016-07-01,Resteasy,68.0
12017,2016-07-01,cppcms,37.0
12018,2016-07-01,mahout,28.0
12019,2016-07-01,cxf,47.0
12020,2016-07-01,googletest,116.0
12021,2016-07-01,minitest,71.0
12022,2016-07-01,qunit,39.0
12023,2016-07-01,spring-framework,61.0
12024,2016-07-01,test-unit,59.0
12025,2016-07-01,express,20.0
12026,2016-07-01,pandas,13.0
12027,2016-07-01,rspec,86.0
12028,2016-07-01,statsample,0.0
12029,2016-07-01,wt,27.0
12030,2016-07-01,Catch2,0.0
12031,2016-07-01,backbone,20.0
12032,2016-07-01,brakeman,3.0
12033,2016-07-01,d3,29.0
12034,2016-07-01,flask,33.0
12035,2016-07-01,grape,45.0
12036,2016-07-01,libtomcrypt,5.0
12037,2016-07-01,moa,29.0
12038,2016-07-01,sciruby,0.0
12039,2016-07-01,sorcery,14.0
12040,2016-07-01,spark,63.0
12041,2016-07-01,zaproxy,2.0
12042,2016-07-01,brain.js,2.0
12043,2016-07-01,jstat,17.0
12044,2016-07-01,nmatrix,3.0
12045,2016-07-01,node js,139.0
12046,2016-07-01,orange3,0.0
12047,2016-07-01,playframework,98.0
12048,2016-07-01,pytorch,0.0
12049,2016-07-01,roda,45.0
12050,2016-07-01,tensorflow ruby,4.0
12051,2016-07-01,web2py,36.0
12052,2016-07-01,eve,24.0
12053,2016-07-01,bouncy castle,54.0
12054,2016-07-01,cpprestsdk,68.0
12055,2016-07-01,helmet,52.0
12056,2016-07-01,koa,19.0
12057,2016-07-01,react,16.0
12058,2016-07-01,restbed,31.0
12059,2016-07-01,Chart.js,101.0
12060,2016-07-01,cypress,14.0
12061,2016-07-01,dask,12.0
12062,2016-07-01,h2o-3,51.0
12063,2016-07-01,hanami,9.0
12064,2016-07-01,jest,44.0
12065,2016-07-01,synaptic,13.0
12066,2016-07-01,jsrsasign,2.0
12067,2016-07-01,junit5,13.0
12068,2016-07-01,nsp,11.0
12069,2016-07-01,pistache,16.0
12070,2016-07-01,tensorflow,19.0
12071,2016-07-01,vue,68.0
12072,2016-07-01,weka 3.8,0.0
12073,2016-07-01,cppunit,2.0
12074,2016-07-01,tfjs,0.0
12075,2016-07-01,fastapi,0.0
12076,2016-07-01,deeplearning4j,11.0
12077,2016-07-01,faces,50.0
12078,2016-07-01,owasp java,6.0
12079,2016-07-01,armadillo code,38.0
12080,2016-08-01,mlpack,5.0
12081,2016-08-01,robotframework,102.0
12082,2016-08-01,openssl,32.0
12083,2016-08-01,ITK,21.0
12084,2016-08-01,junit4,39.0
12085,2016-08-01,struts1,34.0
12086,2016-08-01,PyTables,11.0
12087,2016-08-01,pycrypto,63.0
12088,2016-08-01,paramiko,63.0
12089,2016-08-01,rails,70.0
12090,2016-08-01,camping,49.0
12091,2016-08-01,django,50.0
12092,2016-08-01,botan,8.0
12093,2016-08-01,pytest,13.0
12094,2016-08-01,struts,8.0
12095,2016-08-01,testng,79.0
12096,2016-08-01,Resteasy,69.0
12097,2016-08-01,cppcms,31.0
12098,2016-08-01,mahout,22.0
12099,2016-08-01,cxf,46.0
12100,2016-08-01,googletest,108.0
12101,2016-08-01,minitest,77.0
12102,2016-08-01,qunit,35.0
12103,2016-08-01,spring-framework,59.0
12104,2016-08-01,test-unit,59.0
12105,2016-08-01,express,18.0
12106,2016-08-01,pandas,12.0
12107,2016-08-01,rspec,83.0
12108,2016-08-01,statsample,0.0
12109,2016-08-01,wt,29.0
12110,2016-08-01,Catch2,0.0
12111,2016-08-01,backbone,18.0
12112,2016-08-01,brakeman,8.0
12113,2016-08-01,d3,28.0
12114,2016-08-01,flask,29.0
12115,2016-08-01,grape,45.0
12116,2016-08-01,libtomcrypt,5.0
12117,2016-08-01,moa,25.0
12118,2016-08-01,sciruby,0.0
12119,2016-08-01,sorcery,9.0
12120,2016-08-01,spark,57.0
12121,2016-08-01,zaproxy,3.0
12122,2016-08-01,brain.js,0.0
12123,2016-08-01,jstat,19.0
12124,2016-08-01,nmatrix,2.0
12125,2016-08-01,node js,119.0
12126,2016-08-01,orange3,0.0
12127,2016-08-01,playframework,87.0
12128,2016-08-01,pytorch,0.0
12129,2016-08-01,roda,41.0
12130,2016-08-01,tensorflow ruby,7.0
12131,2016-08-01,web2py,29.0
12132,2016-08-01,eve,23.0
12133,2016-08-01,bouncy castle,41.0
12134,2016-08-01,cpprestsdk,64.0
12135,2016-08-01,helmet,48.0
12136,2016-08-01,koa,16.0
12137,2016-08-01,react,16.0
12138,2016-08-01,restbed,31.0
12139,2016-08-01,Chart.js,96.0
12140,2016-08-01,cypress,14.0
12141,2016-08-01,dask,20.0
12142,2016-08-01,h2o-3,45.0
12143,2016-08-01,hanami,9.0
12144,2016-08-01,jest,35.0
12145,2016-08-01,synaptic,13.0
12146,2016-08-01,jsrsasign,0.0
12147,2016-08-01,junit5,8.0
12148,2016-08-01,nsp,18.0
12149,2016-08-01,pistache,11.0
12150,2016-08-01,tensorflow,18.0
12151,2016-08-01,vue,73.0
12152,2016-08-01,weka 3.8,0.0
12153,2016-08-01,cppunit,3.0
12154,2016-08-01,tfjs,0.0
12155,2016-08-01,fastapi,0.0
12156,2016-08-01,deeplearning4j,4.0
12157,2016-08-01,faces,56.0
12158,2016-08-01,owasp java,8.0
12159,2016-08-01,armadillo code,38.0
12160,2016-09-01,mlpack,6.0
12161,2016-09-01,robotframework,105.0
12162,2016-09-01,openssl,38.0
12163,2016-09-01,ITK,22.0
12164,2016-09-01,junit4,39.0
12165,2016-09-01,struts1,39.0
12166,2016-09-01,PyTables,10.0
12167,2016-09-01,pycrypto,59.0
12168,2016-09-01,paramiko,74.0
12169,2016-09-01,rails,75.0
12170,2016-09-01,camping,33.0
12171,2016-09-01,django,55.0
12172,2016-09-01,botan,7.0
12173,2016-09-01,pytest,15.0
12174,2016-09-01,struts,10.0
12175,2016-09-01,testng,80.0
12176,2016-09-01,Resteasy,83.0
12177,2016-09-01,cppcms,39.0
12178,2016-09-01,mahout,23.0
12179,2016-09-01,cxf,46.0
12180,2016-09-01,googletest,133.0
12181,2016-09-01,minitest,76.0
12182,2016-09-01,qunit,38.0
12183,2016-09-01,spring-framework,61.0
12184,2016-09-01,test-unit,68.0
12185,2016-09-01,express,20.0
12186,2016-09-01,pandas,14.0
12187,2016-09-01,rspec,79.0
12188,2016-09-01,statsample,0.0
12189,2016-09-01,wt,31.0
12190,2016-09-01,Catch2,3.0
12191,2016-09-01,backbone,21.0
12192,2016-09-01,brakeman,12.0
12193,2016-09-01,d3,28.0
12194,2016-09-01,flask,33.0
12195,2016-09-01,grape,45.0
12196,2016-09-01,libtomcrypt,0.0
12197,2016-09-01,moa,30.0
12198,2016-09-01,sciruby,2.0
12199,2016-09-01,sorcery,16.0
12200,2016-09-01,spark,69.0
12201,2016-09-01,zaproxy,5.0
12202,2016-09-01,brain.js,0.0
12203,2016-09-01,jstat,16.0
12204,2016-09-01,nmatrix,1.0
12205,2016-09-01,node js,129.0
12206,2016-09-01,orange3,0.0
12207,2016-09-01,playframework,83.0
12208,2016-09-01,pytorch,0.0
12209,2016-09-01,roda,41.0
12210,2016-09-01,tensorflow ruby,2.0
12211,2016-09-01,web2py,39.0
12212,2016-09-01,eve,27.0
12213,2016-09-01,bouncy castle,42.0
12214,2016-09-01,cpprestsdk,73.0
12215,2016-09-01,helmet,56.0
12216,2016-09-01,koa,17.0
12217,2016-09-01,react,19.0
12218,2016-09-01,restbed,35.0
12219,2016-09-01,Chart.js,112.0
12220,2016-09-01,cypress,15.0
12221,2016-09-01,dask,16.0
12222,2016-09-01,h2o-3,51.0
12223,2016-09-01,hanami,6.0
12224,2016-09-01,jest,47.0
12225,2016-09-01,synaptic,15.0
12226,2016-09-01,jsrsasign,5.0
12227,2016-09-01,junit5,15.0
12228,2016-09-01,nsp,26.0
12229,2016-09-01,pistache,9.0
12230,2016-09-01,tensorflow,21.0
12231,2016-09-01,vue,111.0
12232,2016-09-01,weka 3.8,0.0
12233,2016-09-01,cppunit,3.0
12234,2016-09-01,tfjs,0.0
12235,2016-09-01,fastapi,0.0
12236,2016-09-01,deeplearning4j,10.0
12237,2016-09-01,faces,80.0
12238,2016-09-01,owasp java,9.0
12239,2016-09-01,armadillo code,37.0
12240,2016-10-01,mlpack,10.0
12241,2016-10-01,robotframework,89.0
12242,2016-10-01,openssl,39.0
12243,2016-10-01,ITK,22.0
12244,2016-10-01,junit4,45.0
12245,2016-10-01,struts1,34.0
12246,2016-10-01,PyTables,7.0
12247,2016-10-01,pycrypto,63.0
12248,2016-10-01,paramiko,73.0
12249,2016-10-01,rails,71.0
12250,2016-10-01,camping,24.0
12251,2016-10-01,django,55.0
12252,2016-10-01,botan,7.0
12253,2016-10-01,pytest,13.0
12254,2016-10-01,struts,8.0
12255,2016-10-01,testng,78.0
12256,2016-10-01,Resteasy,77.0
12257,2016-10-01,cppcms,37.0
12258,2016-10-01,mahout,26.0
12259,2016-10-01,cxf,46.0
12260,2016-10-01,googletest,170.0
12261,2016-10-01,minitest,65.0
12262,2016-10-01,qunit,41.0
12263,2016-10-01,spring-framework,60.0
12264,2016-10-01,test-unit,64.0
12265,2016-10-01,express,20.0
12266,2016-10-01,pandas,15.0
12267,2016-10-01,rspec,80.0
12268,2016-10-01,statsample,0.0
12269,2016-10-01,wt,30.0
12270,2016-10-01,Catch2,4.0
12271,2016-10-01,backbone,20.0
12272,2016-10-01,brakeman,7.0
12273,2016-10-01,d3,27.0
12274,2016-10-01,flask,33.0
12275,2016-10-01,grape,50.0
12276,2016-10-01,libtomcrypt,4.0
12277,2016-10-01,moa,27.0
12278,2016-10-01,sciruby,0.0
12279,2016-10-01,sorcery,12.0
12280,2016-10-01,spark,66.0
12281,2016-10-01,zaproxy,3.0
12282,2016-10-01,brain.js,0.0
12283,2016-10-01,jstat,23.0
12284,2016-10-01,nmatrix,2.0
12285,2016-10-01,node js,124.0
12286,2016-10-01,orange3,6.0
12287,2016-10-01,playframework,80.0
12288,2016-10-01,pytorch,0.0
12289,2016-10-01,roda,39.0
12290,2016-10-01,tensorflow ruby,0.0
12291,2016-10-01,web2py,37.0
12292,2016-10-01,eve,30.0
12293,2016-10-01,bouncy castle,59.0
12294,2016-10-01,cpprestsdk,81.0
